date,symbol,name,open,high,low,close,volume,amount
2023-06-01,510300,沪深300ETF,3.772,3.806,3.766,3.8,3980784,15128029.49
2023-06-01,511010,国债ETF,107.776,108.145,107.596,107.964,1720950,185801258.64
2023-06-02,159915,创业板ETF,2.208,2.292,2.166,2.249,1624943,3654133.66
2023-06-02,510300,沪深300ETF,3.788,3.832,3.739,3.782,2003288,7577387.92
2023-06-02,511010,国债ETF,107.991,108.408,107.863,108.28,1557945,168693766.49
2023-06-05,159915,创业板ETF,2.25,2.277,2.224,2.251,3157530,7107233.43
2023-06-05,510300,沪深300ETF,3.76,3.815,3.712,3.767,1001166,3771228.22
2023-06-05,511010,国债ETF,108.314,108.584,107.916,108.186,922200,99768949.89
2023-06-06,159915,创业板ETF,2.237,2.302,2.193,2.258,1013169,2287889.06
2023-06-06,510300,沪深300ETF,3.759,3.887,3.709,3.835,2000565,7672981.98
2023-06-06,511010,国债ETF,108.174,108.63,107.885,108.341,1492973,161750026.17
2023-06-07,159915,创业板ETF,2.241,2.269,2.141,2.168,2668824,5785360.51
2023-06-07,510300,沪深300ETF,3.84,3.875,3.787,3.822,1306893,4994817.79
2023-06-07,511010,国债ETF,108.238,108.77,108.047,108.578,2256418,244998380.83
2023-06-08,159915,创业板ETF,2.165,2.289,2.125,2.247,1683951,3784365.91
2023-06-08,510300,沪深300ETF,3.838,3.936,3.798,3.895,2786928,10856422.01
2023-06-08,511010,国债ETF,108.712,108.962,108.106,108.355,2998817,324937330.92
2023-06-09,159915,创业板ETF,2.266,2.31,2.213,2.256,2004616,4522316.08
2023-06-09,510300,沪深300ETF,3.908,3.934,3.84,3.865,1115508,4311009.0
2023-06-09,511010,国债ETF,108.371,108.508,108.21,108.348,2279921,247024243.83
2023-06-12,159915,创业板ETF,2.248,2.287,2.193,2.231,4194895,9358400.48
2023-06-12,510300,沪深300ETF,3.879,3.893,3.832,3.845,1300955,5002730.85
2023-06-12,511010,国债ETF,108.379,108.64,107.783,108.043,992360,107217930.4
2023-06-13,159915,创业板ETF,2.22,2.347,2.163,2.288,872328,1995707.06
2023-06-13,510300,沪深300ETF,3.86,3.932,3.822,3.893,1361265,5299877.04
2023-06-13,511010,国债ETF,107.915,108.167,107.781,108.033,1206263,130315626.78
2023-06-14,159915,创业板ETF,2.293,2.316,2.22,2.243,2849843,6391619.99
2023-06-14,510300,沪深300ETF,3.917,3.962,3.745,3.789,2074131,7859438.66
2023-06-14,511010,国债ETF,108.1,108.427,107.866,108.192,830219,89823413.94
2023-06-15,159915,创业板ETF,2.249,2.269,2.238,2.257,1757151,3966711.01
2023-06-15,510300,沪深300ETF,3.792,3.835,3.678,3.721,1158285,4309754.64
2023-06-15,511010,国债ETF,108.162,108.315,108.119,108.272,2133068,230952515.14
2023-06-16,159915,创业板ETF,2.238,2.35,2.188,2.299,723662,1663803.87
2023-06-16,510300,沪深300ETF,3.731,3.779,3.674,3.722,2273576,8462732.49
2023-06-16,511010,国债ETF,108.264,108.595,108.15,108.481,3984391,432230781.59
2023-06-19,159915,创业板ETF,2.312,2.36,2.284,2.332,1441363,3361380.19
2023-06-19,510300,沪深300ETF,3.73,3.793,3.68,3.742,1404792,5257382.95
2023-06-19,511010,国债ETF,108.435,108.703,108.246,108.513,2203043,239058789.83
2023-06-20,159915,创业板ETF,2.322,2.363,2.302,2.343,1561625,3659178.17
2023-06-20,510300,沪深300ETF,3.716,3.815,3.669,3.767,1465288,5519446.29
2023-06-20,511010,国债ETF,108.55,108.747,108.081,108.277,1224092,132541344.99
2023-06-21,159915,创业板ETF,2.32,2.386,2.275,2.34,875228,2048293.98
2023-06-21,510300,沪深300ETF,3.769,3.816,3.707,3.754,2279995,8559079.39
2023-06-21,511010,国债ETF,108.241,108.508,108.013,108.28,855708,92655682.3
2023-06-22,159915,创业板ETF,2.34,2.386,2.254,2.299,1760147,4046760.03
2023-06-22,510300,沪深300ETF,3.755,3.795,3.656,3.695,2164923,8000355.78
2023-06-22,511010,国债ETF,108.35,108.729,108.233,108.611,2136727,232072404.62
2023-06-23,159915,创业板ETF,2.303,2.329,2.288,2.314,1151587,2664725.46
2023-06-23,510300,沪深300ETF,3.7,3.758,3.672,3.73,1029609,3840640.61
2023-06-23,511010,国债ETF,108.652,108.76,108.252,108.36,3997010,433117233.35
2023-06-26,159915,创业板ETF,2.309,2.342,2.23,2.262,2492119,5637268.7
2023-06-26,510300,沪深300ETF,3.725,3.757,3.718,3.749,1376597,5161175.43
2023-06-26,511010,国债ETF,108.422,109.112,108.159,108.848,1860329,202493461.03
2023-06-27,159915,创业板ETF,2.261,2.357,2.211,2.307,436229,1006219.23
2023-06-27,510300,沪深300ETF,3.742,3.781,3.664,3.703,1124655,4164729.26
2023-06-27,511010,国债ETF,108.744,109.047,108.54,108.843,1128457,122824924.27
2023-06-28,159915,创业板ETF,2.324,2.413,2.256,2.344,1534355,3596183.3
2023-06-28,510300,沪深300ETF,3.698,3.763,3.643,3.707,718703,2664444.59
2023-06-28,511010,国债ETF,108.878,109.062,108.647,108.831,2183137,237594017.99
2023-06-29,159915,创业板ETF,2.337,2.377,2.306,2.346,2145584,5032677.24
2023-06-29,510300,沪深300ETF,3.715,3.827,3.672,3.783,1547709,5854977.77
2023-06-29,511010,国债ETF,108.78,108.997,108.43,108.647,3422828,371880325.46
2023-06-30,159915,创业板ETF,2.348,2.41,2.208,2.267,1651399,3744088.55
2023-06-30,510300,沪深300ETF,3.788,3.854,3.723,3.789,1025866,3886837.47
2023-06-30,511010,国债ETF,108.515,109.194,108.302,108.98,2403055,261884626.32
2023-07-03,159915,创业板ETF,2.276,2.341,2.23,2.295,2044807,4692892.96
2023-07-03,510300,沪深300ETF,3.805,3.853,3.693,3.74,3721912,13918830.04
2023-07-03,511010,国债ETF,109.018,109.213,108.112,108.306,2045533,221543837.17
2023-07-04,159915,创业板ETF,2.29,2.356,2.257,2.323,3008449,6988351.17
2023-07-04,510300,沪深300ETF,3.727,3.735,3.714,3.723,1134473,4223186.02
2023-07-04,511010,国债ETF,108.332,108.565,108.198,108.43,1496265,162240422.5
2023-07-05,159915,创业板ETF,2.316,2.328,2.267,2.279,495533,1129524.49
2023-07-05,510300,沪深300ETF,3.735,3.788,3.655,3.708,1862612,6906501.12
2023-07-05,511010,国债ETF,108.423,108.941,108.247,108.764,585417,63672340.83
2023-07-06,159915,创业板ETF,2.272,2.304,2.231,2.264,1949883,4414249.8
2023-07-06,510300,沪深300ETF,3.728,3.753,3.698,3.723,2758701,10269771.71
2023-07-06,511010,国债ETF,108.756,109.051,108.512,108.806,1607836,174942243.08
2023-07-07,159915,创业板ETF,2.257,2.305,2.223,2.271,5692302,12929058.31
2023-07-07,510300,沪深300ETF,3.714,3.798,3.677,3.761,2531422,9520590.07
2023-07-07,511010,国债ETF,108.754,109.128,108.505,108.879,2191756,238635273.2
2023-07-10,159915,创业板ETF,2.263,2.348,2.217,2.302,2241220,5158680.45
2023-07-10,510300,沪深300ETF,3.762,3.795,3.69,3.723,1606118,5978822.99
2023-07-10,511010,国债ETF,108.922,109.464,108.787,109.328,942343,103024802.56
2023-07-11,159915,创业板ETF,2.301,2.33,2.259,2.288,890526,2037417.67
2023-07-11,510300,沪深300ETF,3.706,3.744,3.658,3.696,1509299,5578582.02
2023-07-11,511010,国债ETF,109.37,109.492,108.943,109.065,2033442,221776984.1
2023-07-12,159915,创业板ETF,2.271,2.309,2.218,2.255,763790,1722710.16
2023-07-12,510300,沪深300ETF,3.668,3.801,3.606,3.739,863450,3228403.93
2023-07-12,511010,国债ETF,109.095,109.362,108.99,109.257,795022,86861484.01
2023-07-13,159915,创业板ETF,2.266,2.32,2.183,2.236,2584109,5778033.27
2023-07-13,510300,沪深300ETF,3.725,3.827,3.669,3.771,2959461,11158660.47
2023-07-13,511010,国债ETF,109.261,109.356,108.989,109.084,930600,101514031.4
2023-07-14,159915,创业板ETF,2.242,2.301,2.141,2.198,2363052,5194966.92
2023-07-14,510300,沪深300ETF,3.771,3.849,3.751,3.829,2450727,9382767.34
2023-07-14,511010,国债ETF,109.08,109.344,108.834,109.098,543482,59292548.77
2023-07-17,159915,创业板ETF,2.187,2.28,2.178,2.271,1532564,3480026.85
2023-07-17,510300,沪深300ETF,3.831,3.878,3.721,3.767,1847703,6960607.49
2023-07-17,511010,国债ETF,109.158,109.685,108.865,109.391,872957,95493717.72
2023-07-18,159915,创业板ETF,2.271,2.359,2.261,2.348,2478702,5820061.75
2023-07-18,510300,沪深300ETF,3.763,3.793,3.698,3.728,1601866,5971207.67
2023-07-18,511010,国债ETF,109.327,109.537,109.03,109.24,2439475,266488093.9
2023-07-19,159915,创业板ETF,2.344,2.372,2.238,2.264,554248,1255037.39
2023-07-19,510300,沪深300ETF,3.734,3.829,3.677,3.77,1969825,7426821.59
2023-07-19,511010,国债ETF,109.205,109.583,108.956,109.334,1744213,190701734.46
2023-07-20,159915,创业板ETF,2.272,2.31,2.212,2.249,1590547,3577829.22
2023-07-20,510300,沪深300ETF,3.774,3.837,3.668,3.731,3454842,12889996.15
2023-07-20,511010,国债ETF,109.307,109.46,108.96,109.113,1311323,143082649.85
2023-07-21,159915,创业板ETF,2.248,2.373,2.192,2.314,1972718,4565686.97
2023-07-21,510300,沪深300ETF,3.751,3.786,3.71,3.745,1137908,4261548.57
2023-07-21,511010,国债ETF,109.114,109.303,108.912,109.101,1066694,116377216.87
2023-07-24,159915,创业板ETF,2.31,2.376,2.308,2.374,653061,1550600.19
2023-07-24,510300,沪深300ETF,3.73,3.798,3.675,3.743,1876502,7024362.8
2023-07-24,511010,国债ETF,109.108,109.424,108.925,109.241,2467341,269533805.09
2023-07-25,159915,创业板ETF,2.384,2.483,2.363,2.461,905227,2227452.99
2023-07-25,510300,沪深300ETF,3.734,3.79,3.657,3.713,1863304,6917942.58
2023-07-25,511010,国债ETF,109.143,109.702,108.808,109.366,1338996,146440672.21
2023-07-26,159915,创业板ETF,2.453,2.562,2.41,2.518,2017967,5080890.11
2023-07-26,510300,沪深300ETF,3.706,3.827,3.655,3.775,1740169,6568501.15
2023-07-26,511010,国债ETF,109.375,109.601,109.077,109.303,2344543,256265564.85
2023-07-27,159915,创业板ETF,2.516,2.572,2.485,2.54,2995381,7607779.57
2023-07-27,510300,沪深300ETF,3.768,3.833,3.71,3.775,2861356,10800322.24
2023-07-27,511010,国债ETF,109.292,109.489,109.082,109.279,1800978,196809074.78
2023-07-28,159915,创业板ETF,2.553,2.606,2.503,2.555,3038335,7762402.07
2023-07-28,510300,沪深300ETF,3.769,3.81,3.713,3.754,1512539,5677646.93
2023-07-28,511010,国债ETF,109.249,109.547,109.039,109.337,927459,101405308.31
2023-07-31,159915,创业板ETF,2.54,2.669,2.494,2.621,1491437,3908499.03
2023-07-31,510300,沪深300ETF,3.779,3.827,3.7,3.748,1854257,6948908.35
2023-07-31,511010,国债ETF,109.332,109.415,109.193,109.276,1105202,120772549.37
2023-08-01,159915,创业板ETF,2.612,2.716,2.54,2.643,1208373,3193608.57
2023-08-01,510300,沪深300ETF,3.744,3.8,3.702,3.758,804621,3024156.16
2023-08-01,511010,国债ETF,109.271,109.48,108.94,109.149,1641079,179121891.0
2023-08-02,159915,创业板ETF,2.639,2.673,2.534,2.567,3603449,9249908.89
2023-08-02,510300,沪深300ETF,3.765,3.809,3.65,3.693,3238552,11961059.92
2023-08-02,511010,国债ETF,109.1,109.776,108.963,109.638,2063078,226192503.36
2023-08-03,159915,创业板ETF,2.596,2.632,2.538,2.575,1236635,3184268.27
2023-08-03,510300,沪深300ETF,3.678,3.72,3.617,3.658,1832205,6702786.56
2023-08-03,511010,国债ETF,109.567,110.028,109.245,109.704,1009866,110786638.33
2023-08-04,159915,创业板ETF,2.583,2.631,2.448,2.495,2243975,5598602.41
2023-08-04,510300,沪深300ETF,3.651,3.663,3.595,3.607,1085624,3915595.73
2023-08-04,511010,国债ETF,109.79,109.931,109.38,109.52,1651945,180921335.54
2023-08-07,159915,创业板ETF,2.51,2.57,2.473,2.533,1367223,3463360.59
2023-08-07,510300,沪深300ETF,3.615,3.654,3.486,3.523,2393249,8432185.48
2023-08-07,511010,国债ETF,109.574,110.4,109.399,110.224,2125219,234250517.43
2023-08-08,159915,创业板ETF,2.534,2.598,2.486,2.549,634294,1617076.61
2023-08-08,510300,沪深300ETF,3.533,3.617,3.479,3.563,2013387,7172824.62
2023-08-08,511010,国债ETF,110.29,110.626,110.072,110.407,1700117,187705332.11
2023-08-09,159915,创业板ETF,2.543,2.575,2.512,2.544,1983913,5047311.59
2023-08-09,510300,沪深300ETF,3.546,3.643,3.524,3.621,2306670,8351800.04
2023-08-09,511010,国债ETF,110.323,110.647,109.999,110.322,785899,86702259.54
2023-08-10,159915,创业板ETF,2.553,2.619,2.491,2.558,1008544,2579450.9
2023-08-10,510300,沪深300ETF,3.642,3.703,3.609,3.67,1730327,6349854.45
2023-08-10,511010,国债ETF,110.374,110.633,110.124,110.384,1111901,122735904.27
2023-08-11,159915,创业板ETF,2.571,2.621,2.432,2.48,1260873,3127565.81
2023-08-11,510300,沪深300ETF,3.674,3.676,3.596,3.598,3294472,11854260.11
2023-08-11,511010,国债ETF,110.336,110.457,110.192,110.312,2618192,288819112.84
2023-08-14,159915,创业板ETF,2.475,2.519,2.415,2.459,682960,1679153.5
2023-08-14,510300,沪深300ETF,3.59,3.659,3.547,3.615,1029798,3722541.43
2023-08-14,511010,国债ETF,110.34,110.93,110.021,110.611,2732798,302276369.52
2023-08-15,159915,创业板ETF,2.463,2.502,2.395,2.433,3078119,7489733.75
2023-08-15,510300,沪深300ETF,3.62,3.683,3.579,3.643,1209864,4407439.76
2023-08-15,511010,国债ETF,110.635,111.207,110.341,110.913,881005,97714766.43
2023-08-16,159915,创业板ETF,2.447,2.467,2.418,2.438,2845024,6936720.24
2023-08-16,510300,沪深300ETF,3.636,3.687,3.569,3.62,1401086,5072273.75
2023-08-16,511010,国债ETF,110.934,111.046,110.446,110.558,1166069,128917921.5
2023-08-17,159915,创业板ETF,2.442,2.486,2.386,2.43,1659179,4031260.41
2023-08-17,510300,沪深300ETF,3.605,3.714,3.546,3.654,1737786,6349857.64
2023-08-17,511010,国债ETF,110.595,110.726,110.191,110.321,2513239,277263952.36
2023-08-18,159915,创业板ETF,2.428,2.478,2.388,2.438,910827,2220707.52
2023-08-18,510300,沪深300ETF,3.656,3.683,3.582,3.609,1840903,6644051.91
2023-08-18,511010,国债ETF,110.345,110.541,110.164,110.36,2566749,283265424.43
2023-08-21,159915,创业板ETF,2.42,2.475,2.394,2.449,3546826,8684995.29
2023-08-21,510300,沪深300ETF,3.618,3.646,3.538,3.566,3175229,11324376.13
2023-08-21,511010,国债ETF,110.278,110.466,109.984,110.172,3119544,343685324.78
2023-08-22,159915,创业板ETF,2.456,2.505,2.341,2.389,1618002,3865251.01
2023-08-22,510300,沪深300ETF,3.577,3.623,3.489,3.534,3764710,13303912.17
2023-08-22,511010,国债ETF,110.202,110.254,110.096,110.149,1817911,200240282.4
2023-08-23,159915,创业板ETF,2.394,2.434,2.299,2.337,1413011,3302514.94
2023-08-23,510300,沪深300ETF,3.517,3.547,3.476,3.506,798814,2800567.67
2023-08-23,511010,国债ETF,110.18,110.378,109.945,110.142,1456536,160426283.04
2023-08-24,159915,创业板ETF,2.332,2.446,2.273,2.386,1112887,2654883.94
2023-08-24,510300,沪深300ETF,3.496,3.542,3.422,3.467,1950196,6761410.87
2023-08-24,511010,国债ETF,110.127,110.742,109.838,110.452,2206193,243678229.3
2023-08-25,159915,创业板ETF,2.383,2.434,2.3,2.35,1623860,3816117.34
2023-08-25,510300,沪深300ETF,3.465,3.519,3.451,3.505,738088,2586964.14
2023-08-25,511010,国债ETF,110.4,110.846,110.339,110.784,895207,99174736.05
2023-08-28,159915,创业板ETF,2.333,2.369,2.308,2.343,966007,2263746.52
2023-08-28,510300,沪深300ETF,3.516,3.548,3.431,3.464,1701489,5893449.36
2023-08-28,511010,国债ETF,110.791,111.177,110.635,111.021,2613667,290170663.04
2023-08-29,159915,创业板ETF,2.351,2.417,2.312,2.378,1418470,3372909.46
2023-08-29,510300,沪深300ETF,3.477,3.498,3.425,3.446,913383,3147688.79
2023-08-29,511010,国债ETF,110.954,111.25,110.515,110.811,2802167,310511605.11
2023-08-30,159915,创业板ETF,2.38,2.442,2.303,2.364,2191478,5180913.9
2023-08-30,510300,沪深300ETF,3.442,3.457,3.407,3.422,1760866,6025973.99
2023-08-30,511010,国债ETF,110.808,111.035,110.543,110.77,1003239,111128413.25
2023-08-31,159915,创业板ETF,2.355,2.501,2.314,2.459,1869633,4596742.77
2023-08-31,510300,沪深300ETF,3.41,3.546,3.373,3.508,1977709,6937332.74
2023-08-31,511010,国债ETF,110.797,111.033,110.416,110.652,1315672,145581372.16
2023-09-01,159915,创业板ETF,2.473,2.517,2.375,2.419,908530,2197556.74
2023-09-01,510300,沪深300ETF,3.513,3.534,3.452,3.473,1638887,5692150.21
2023-09-01,511010,国债ETF,110.69,111.0,110.392,110.702,2663616,294868520.02
2023-09-04,159915,创业板ETF,2.423,2.486,2.331,2.393,818547,1958593.81
2023-09-04,510300,沪深300ETF,3.468,3.52,3.441,3.492,644541,2250716.15
2023-09-04,511010,国债ETF,110.764,110.906,110.606,110.749,957208,106009382.12
2023-09-05,159915,创业板ETF,2.39,2.41,2.289,2.308,1409662,3253125.77
2023-09-05,510300,沪深300ETF,3.496,3.593,3.468,3.564,1339870,4775312.41
2023-09-05,511010,国债ETF,110.727,110.893,110.555,110.721,1813002,200736869.22
2023-09-06,159915,创业板ETF,2.331,2.366,2.309,2.343,1365058,3198675.95
2023-09-06,510300,沪深300ETF,3.575,3.578,3.515,3.518,1355218,4767221.22
2023-09-06,511010,国债ETF,110.755,111.148,110.529,110.922,2339502,259501204.14
2023-09-07,159915,创业板ETF,2.36,2.406,2.282,2.327,3089956,7191155.58
2023-09-07,510300,沪深300ETF,3.524,3.568,3.442,3.486,1447707,5046184.27
2023-09-07,511010,国债ETF,110.883,111.163,110.723,111.003,1034541,114836912.35
2023-09-08,159915,创业板ETF,2.337,2.392,2.298,2.353,2370518,5578990.36
2023-09-08,510300,沪深300ETF,3.476,3.514,3.434,3.473,845271,2935850.6
2023-09-08,511010,国债ETF,111.083,111.266,110.679,110.861,683761,75802645.75
2023-09-11,159915,创业板ETF,2.338,2.435,2.28,2.376,874465,2077435.04
2023-09-11,510300,沪深300ETF,3.461,3.498,3.386,3.423,1905956,6523690.17
2023-09-11,511010,国债ETF,110.896,111.061,110.847,111.012,2388094,265107403.75
2023-09-12,159915,创业板ETF,2.37,2.507,2.346,2.483,1745866,4334344.91
2023-09-12,510300,沪深300ETF,3.408,3.5,3.379,3.47,1550621,5381105.23
2023-09-12,511010,国债ETF,110.959,111.307,110.712,111.059,2198855,244202731.31
2023-09-13,159915,创业板ETF,2.479,2.532,2.455,2.508,2273338,5701166.8
2023-09-13,510300,沪深300ETF,3.478,3.531,3.4,3.452,1062588,3668505.92
2023-09-13,511010,国债ETF,111.002,111.283,110.864,111.144,3219633,357844038.31
2023-09-14,159915,创业板ETF,2.498,2.514,2.474,2.49,3677991,9157128.53
2023-09-14,510300,沪深300ETF,3.464,3.532,3.425,3.494,1464641,5116808.51
2023-09-14,511010,国债ETF,111.074,111.494,110.867,111.286,1215202,135234894.75
2023-09-15,159915,创业板ETF,2.49,2.54,2.42,2.47,1215882,3002951.69
2023-09-15,510300,沪深300ETF,3.483,3.535,3.463,3.515,1255405,4412481.43
2023-09-15,511010,国债ETF,111.253,111.51,110.992,111.249,1955298,217524927.15
2023-09-18,159915,创业板ETF,2.473,2.59,2.39,2.506,2121671,5316477.21
2023-09-18,510300,沪深300ETF,3.509,3.556,3.469,3.516,1218153,4283149.59
2023-09-18,511010,国债ETF,111.266,111.699,111.039,111.472,1922205,214271500.08
2023-09-19,159915,创业板ETF,2.511,2.563,2.371,2.422,1123812,2721645.18
2023-09-19,510300,沪深300ETF,3.506,3.605,3.456,3.554,1845204,6558309.82
2023-09-19,511010,国债ETF,111.479,111.714,111.129,111.364,1320336,147038263.17
2023-09-20,159915,创业板ETF,2.428,2.499,2.33,2.4,912481,2190311.02
2023-09-20,510300,沪深300ETF,3.553,3.586,3.509,3.543,1807832,6404765.2
2023-09-20,511010,国债ETF,111.398,112.032,111.286,111.919,900367,100768216.19
2023-09-21,159915,创业板ETF,2.386,2.421,2.301,2.335,982671,2294813.09
2023-09-21,510300,沪深300ETF,3.534,3.62,3.499,3.585,2015970,7227304.7
2023-09-21,511010,国债ETF,111.99,112.281,111.874,112.166,1044465,117153021.3
2023-09-22,159915,创业板ETF,2.338,2.362,2.272,2.295,2305687,5292375.59
2023-09-22,510300,沪深300ETF,3.576,3.618,3.492,3.534,1608507,5683938.13
2023-09-22,511010,国债ETF,112.268,112.637,112.063,112.431,1982210,222861305.62
2023-09-25,159915,创业板ETF,2.287,2.414,2.22,2.346,2185204,5125850.53
2023-09-25,510300,沪深300ETF,3.546,3.592,3.46,3.505,2473420,8669577.79
2023-09-25,511010,国债ETF,112.456,112.695,112.018,112.256,1426377,160119570.18
2023-09-26,159915,创业板ETF,2.348,2.388,2.268,2.308,1073661,2477881.92
2023-09-26,510300,沪深300ETF,3.514,3.594,3.473,3.553,489844,1740344.75
2023-09-26,511010,国债ETF,112.294,112.521,112.122,112.349,2129457,239241919.06
2023-09-27,159915,创业板ETF,2.325,2.366,2.25,2.289,741095,1696733.48
2023-09-27,510300,沪深300ETF,3.553,3.584,3.442,3.472,4997084,17348632.02
2023-09-27,511010,国债ETF,112.285,112.452,111.976,112.143,4510358,505802883.86
2023-09-28,159915,创业板ETF,2.302,2.373,2.255,2.325,1759910,4091027.06
2023-09-28,510300,沪深300ETF,3.483,3.534,3.439,3.491,1658036,5787569.27
2023-09-28,511010,国债ETF,112.001,112.164,111.809,111.973,1453201,162718584.19
2023-09-29,159915,创业板ETF,2.321,2.371,2.212,2.261,1115255,2521933.69
2023-09-29,510300,沪深300ETF,3.484,3.516,3.443,3.475,557812,1938552.6
2023-09-29,511010,国债ETF,111.994,112.31,111.818,112.134,2401264,269262531.67
2023-10-02,159915,创业板ETF,2.261,2.304,2.224,2.266,1320281,2992163.82
2023-10-02,510300,沪深300ETF,3.48,3.511,3.424,3.455,1310426,4527322.06
2023-10-02,511010,国债ETF,112.075,112.606,111.989,112.521,1042082,117255645.67
2023-10-03,159915,创业板ETF,2.28,2.326,2.174,2.218,968282,2147811.06
2023-10-03,510300,沪深300ETF,3.445,3.496,3.379,3.429,1946382,6673708.32
2023-10-03,511010,国债ETF,112.5,112.749,112.38,112.629,2219098,249935363.49
2023-10-04,159915,创业板ETF,2.236,2.269,2.194,2.226,1546868,3443912.6
2023-10-04,510300,沪深300ETF,3.421,3.509,3.391,3.478,2210090,7687649.03
2023-10-04,511010,国债ETF,112.653,113.049,112.398,112.794,2158477,243462487.26
2023-10-05,159915,创业板ETF,2.232,2.251,2.19,2.209,927724,2049005.75
2023-10-05,510300,沪深300ETF,3.488,3.511,3.397,3.421,881989,3017018.75
2023-10-05,511010,国债ETF,112.847,112.982,112.48,112.615,1251276,140912509.96
2023-10-06,159915,创业板ETF,2.219,2.293,2.176,2.249,1586374,3568397.07
2023-10-06,510300,沪深300ETF,3.408,3.494,3.367,3.453,1849986,6387800.21
2023-10-06,511010,国债ETF,112.522,112.706,111.953,112.136,1683054,188731397.74
2023-10-09,159915,创业板ETF,2.253,2.279,2.22,2.246,3173884,7129491.15
2023-10-09,510300,沪深300ETF,3.448,3.494,3.426,3.472,1747436,6066550.41
2023-10-09,511010,国债ETF,112.23,112.658,112.155,112.582,3082475,347031592.41
2023-10-10,159915,创业板ETF,2.253,2.31,2.209,2.266,1380409,3127516.34
2023-10-10,510300,沪深300ETF,3.459,3.509,3.406,3.456,801918,2771376.93
2023-10-10,511010,国债ETF,112.584,112.818,112.065,112.299,2553348,286737947.4
2023-10-11,159915,创业板ETF,2.263,2.344,2.245,2.326,1183838,2753050.23
2023-10-11,510300,沪深300ETF,3.443,3.489,3.407,3.453,983045,3394636.61
2023-10-11,511010,国债ETF,112.277,112.592,111.836,112.152,1620577,181750792.67
2023-10-12,159915,创业板ETF,2.332,2.357,2.298,2.323,1636912,3802016.75
2023-10-12,510300,沪深300ETF,3.453,3.529,3.405,3.481,1634099,5687925.05
2023-10-12,511010,国债ETF,112.211,112.397,111.965,112.152,2249440,252278787.62
2023-10-13,159915,创业板ETF,2.322,2.401,2.302,2.38,660515,1571828.03
2023-10-13,510300,沪深300ETF,3.481,3.515,3.424,3.459,554974,1919421.35
2023-10-13,511010,国债ETF,112.204,112.318,111.597,111.711,1431713,159937916.63
2023-10-16,159915,创业板ETF,2.375,2.463,2.323,2.411,534147,1287832.03
2023-10-16,510300,沪深300ETF,3.443,3.463,3.381,3.402,1828344,6219629.86
2023-10-16,511010,国债ETF,111.714,111.92,111.145,111.35,1351927,150537734.49
2023-10-17,159915,创业板ETF,2.397,2.499,2.351,2.452,1116346,2737366.81
2023-10-17,510300,沪深300ETF,3.422,3.425,3.41,3.413,1893725,6463220.66
2023-10-17,511010,国债ETF,111.378,111.565,111.174,111.361,2944188,327866479.71
2023-10-18,159915,创业板ETF,2.447,2.475,2.394,2.421,1293475,3131640.93
2023-10-18,510300,沪深300ETF,3.427,3.449,3.36,3.382,1562154,5283106.01
2023-10-18,511010,国债ETF,111.311,111.6,110.836,111.124,1271938,141343415.34
2023-10-19,159915,创业板ETF,2.421,2.468,2.384,2.431,1002294,2436690.01
2023-10-19,510300,沪深300ETF,3.372,3.42,3.319,3.367,841507,2833531.24
2023-10-19,511010,国债ETF,111.12,111.374,110.809,111.063,1562944,173584518.84
2023-10-20,159915,创业板ETF,2.432,2.478,2.393,2.438,877137,2138813.29
2023-10-20,510300,沪深300ETF,3.37,3.397,3.343,3.37,1601409,5396367.52
2023-10-20,511010,国债ETF,111.062,111.477,110.816,111.23,1169661,130101683.45
2023-10-23,159915,创业板ETF,2.453,2.542,2.384,2.472,1173339,2900552.72
2023-10-23,510300,沪深300ETF,3.37,3.443,3.326,3.398,4221510,14343901.9
2023-10-23,511010,国债ETF,111.279,111.478,111.058,111.256,1482524,164940152.06
2023-10-24,159915,创业板ETF,2.468,2.556,2.436,2.524,1052819,2656855.74
2023-10-24,510300,沪深300ETF,3.391,3.516,3.343,3.467,1236030,4285340.33
2023-10-24,511010,国债ETF,111.233,111.571,110.905,111.244,3364064,374230282.06
2023-10-25,159915,创业板ETF,2.525,2.594,2.502,2.571,867845,2231107.84
2023-10-25,510300,沪深300ETF,3.453,3.493,3.441,3.481,1284172,4469862.28
2023-10-25,511010,国债ETF,111.222,111.441,111.104,111.323,1828520,203556066.39
2023-10-26,159915,创业板ETF,2.562,2.651,2.514,2.601,2417374,6288001.64
2023-10-26,510300,沪深300ETF,3.48,3.514,3.451,3.486,1602699,5586644.85
2023-10-26,511010,国债ETF,111.189,111.267,110.845,110.923,773548,85804096.06
2023-10-27,159915,创业板ETF,2.616,2.624,2.569,2.578,1867090,4812466.95
2023-10-27,510300,沪深300ETF,3.483,3.551,3.45,3.518,2666247,9379779.51
2023-10-27,511010,国债ETF,111.001,111.235,110.587,110.82,1539516,170609762.97
2023-10-30,159915,创业板ETF,2.602,2.648,2.512,2.557,908340,2322594.43
2023-10-30,510300,沪深300ETF,3.529,3.584,3.475,3.53,1900115,6706801.63
2023-10-30,511010,国债ETF,110.758,111.455,110.614,111.31,1009117,112325092.82
2023-10-31,159915,创业板ETF,2.57,2.621,2.53,2.581,1413876,3649619.8
2023-10-31,510300,沪深300ETF,3.53,3.586,3.41,3.465,1775427,6152297.99
2023-10-31,511010,国债ETF,111.288,111.845,111.012,111.569,2103291,234662039.98
